empresa_id,camara,rubro,url_ficha
163,CAPEMISA,Ingeniería,https://capemisa.com.ar/socio/kaizen-ingenieria-srl/
164,CAPEMISA,Ingeniería,https://capemisa.com.ar/socio/modes-ingenieria/
165,CAPEMISA,Ingeniería,https://capemisa.com.ar/socio/poq/
166,CAPEMISA,Ingeniería,https://capemisa.com.ar/socio/ris-ingenieria-s-r-l/
167,CAPEMISA,Ingeniería,https://capemisa.com.ar/socio/sysmotion-s-r-l/
168,CAPEMISA,Ingeniería,https://capemisa.com.ar/socio/termoarq-s-a-s/
169,CAPEMISA,Ingeniería,https://capemisa.com.ar/socio/var-s-r-l/
170,CAPEMISA,Insumos,https://capemisa.com.ar/socio/a-a-fluids-control-s-r-l/
171,CAPEMISA,Insumos,https://capemisa.com.ar/socio/a-b-construcciones-s-r-l/
172,CAPEMISA,Insumos,https://capemisa.com.ar/socio/agro-supplies-s-r-l/
173,CAPEMISA,Insumos,https://capemisa.com.ar/socio/alvear-s-a-s/
174,CAPEMISA,Insumos,https://capemisa.com.ar/socio/arsus-s-a-s/
175,CAPEMISA,Insumos,https://capemisa.com.ar/socio/bm-mineria-salta-s-a-s/
176,CAPEMISA,Insumos,https://capemisa.com.ar/socio/bollini-s-a/
177,CAPEMISA,Insumos,https://capemisa.com.ar/socio/bp-sa/
178,CAPEMISA,Insumos,https://capemisa.com.ar/socio/carlos-flores-s-h/
179,CAPEMISA,Insumos,https://capemisa.com.ar/socio/clicer-s-a-s/
180,CAPEMISA,Insumos,https://capemisa.com.ar/socio/corralon-cedroran-s-r-l/
181,CAPEMISA,Insumos,https://capemisa.com.ar/socio/corralon-la-tablada/
182,CAPEMISA,Insumos,https://capemisa.com.ar/socio/crausaz-s-r-l/
183,CAPEMISA,Insumos,https://capemisa.com.ar/socio/distribuidora-jj-plast/
184,CAPEMISA,Insumos,https://capemisa.com.ar/socio/el-arca-de-noe/
185,CAPEMISA,Insumos,https://capemisa.com.ar/socio/fernandez-insua-s-a/
186,CAPEMISA,Insumos,https://capemisa.com.ar/socio/ferreteria-gay/
187,CAPEMISA,Insumos,https://capemisa.com.ar/socio/ferreteria-industrial-norte-hidraulica-norte/
188,CAPEMISA,Insumos,https://capemisa.com.ar/socio/ferrinor-s-a-s/
189,CAPEMISA,Insumos,https://capemisa.com.ar/socio/fertel-sa/
190,CAPEMISA,Insumos,https://capemisa.com.ar/socio/gof-soluciones-constructivas-s-r-l/
191,CAPEMISA,Insumos,https://capemisa.com.ar/socio/grupo-nc-s-a-s/
192,CAPEMISA,Insumos,https://capemisa.com.ar/socio/hierronort-s-r-l/
193,CAPEMISA,Insumos,https://capemisa.com.ar/socio/implementos-industriales-srl/
194,CAPEMISA,Insumos,https://capemisa.com.ar/socio/ingenieria-electrica-s-a-s/
195,CAPEMISA,Insumos,https://capemisa.com.ar/socio/lopez-diesel-sa/
196,CAPEMISA,Insumos,https://capemisa.com.ar/socio/luxing-s-r-l/
197,CAPEMISA,Insumos,https://capemisa.com.ar/socio/mar-andino-s-a-s/
197,CAPEMISA,Servicios,https://capemisa.com.ar/socio/mar-andino-s-a-s/
198,CAPEMISA,Insumos,https://capemisa.com.ar/socio/master-clean-s-a/
199,CAPEMISA,Insumos,https://capemisa.com.ar/socio/mundo-pack-s-r-l/
199,UIS,Ind. Gráfica,https://uis.com.ar/socios/mundo-pack/
200,CAPEMISA,Insumos,https://capemisa.com.ar/socio/productos-quimicos-s-r-l/
201,CAPEMISA,Insumos,https://capemisa.com.ar/socio/salta-plast-polietilenos-s-r-l/
202,CAPEMISA,Insumos,https://capemisa.com.ar/socio/san-juan-electricidad/
203,CAPEMISA,Insumos,https://capemisa.com.ar/socio/segufer-s-a/
204,CAPEMISA,Insumos,https://capemisa.com.ar/socio/velez-la-bulonera/
205,CAPEMISA,Insumos,https://capemisa.com.ar/socio/ypf-sa/
206,CAPEMISA,Logística,https://capemisa.com.ar/socio/aramis-s-a-s/
206,CAPEMISA,Servicios,https://capemisa.com.ar/socio/aramis-s-a-s/
207,CAPEMISA,Logística,https://capemisa.com.ar/socio/centro-distribuidor-s-a/
208,CAPEMISA,Logística,https://capemisa.com.ar/socio/cuenca-del-pilcomayo-s-r-l/
209,CAPEMISA,Logística,https://capemisa.com.ar/socio/flytec/
210,CAPEMISA,Logística,https://capemisa.com.ar/socio/gye-s-a/
211,CAPEMISA,Logística,https://capemisa.com.ar/socio/hjsp-s-a-s/
212,CAPEMISA,Logística,https://capemisa.com.ar/socio/la-veloz-del-norte-s-a/
212,CAPEMISA,Servicios,https://capemisa.com.ar/socio/la-veloz-del-norte-s-a/
213,CAPEMISA,Logística,https://capemisa.com.ar/socio/logistica-cn-grupo-s-a/
214,CAPEMISA,Logística,https://capemisa.com.ar/socio/logistica-del-alto-s-r-l/
215,CAPEMISA,Logística,https://capemisa.com.ar/socio/logistica-minera/
216,CAPEMISA,Logística,https://capemisa.com.ar/socio/logistica-salta/
217,CAPEMISA,Logística,https://capemisa.com.ar/socio/logistica-y-servicios-ambientales-s-r-l/
218,CAPEMISA,Logística,https://capemisa.com.ar/socio/m-logistica-y-distribucion-s-r-l/
219,CAPEMISA,Logística,https://capemisa.com.ar/socio/petroandina/
219,UIS,Ind. Petroquímica,https://uis.com.ar/socios/petroandina-s-r-l/
220,CAPEMISA,Logística,https://capemisa.com.ar/socio/royal-logistic-s-r-l/
221,CAPEMISA,Logística,https://capemisa.com.ar/socio/servinorte-s-r-l/
222,CAPEMISA,Logística,https://capemisa.com.ar/socio/smart-waste-s-a-s/
223,CAPEMISA,Logística,https://capemisa.com.ar/socio/solaris-s-r-l/
224,CAPEMISA,Logística,https://capemisa.com.ar/socio/tranor-s-a/
225,CAPEMISA,Logística,https://capemisa.com.ar/socio/trans-gon-s-r-l/
226,CAPEMISA,Logística,https://capemisa.com.ar/socio/transporte-antonini-s-r-l/
227,CAPEMISA,Logística,https://capemisa.com.ar/socio/transporte-cruz-del-sur-s-a/
228,CAPEMISA,Logística,https://capemisa.com.ar/socio/traxx-s-a/
229,CAPEMISA,Medicina,https://capemisa.com.ar/socio/centro-diagnostico-molecular-s-r-l/
230,CAPEMISA,Medicina,https://capemisa.com.ar/socio/centro-medico-balcarce/
231,CAPEMISA,Medicina,https://capemisa.com.ar/socio/consulmet-s-r-l/
232,CAPEMISA,Medicina,https://capemisa.com.ar/socio/diagnostico-salta/
233,CAPEMISA,Medicina,https://capemisa.com.ar/socio/farmacia-par/
234,CAPEMISA,Medicina,https://capemisa.com.ar/socio/labac-s-r-l/
235,CAPEMISA,Medicina,https://capemisa.com.ar/socio/labtec-s-r-l/
236,CAPEMISA,Medicina,https://capemisa.com.ar/socio/med-lab-salta-s-r-l/
237,CAPEMISA,Medicina,https://capemisa.com.ar/socio/medicina-ambulatoria-salta-s-r-l/
238,CAPEMISA,Medicina,https://capemisa.com.ar/socio/prisma-salud/
239,CAPEMISA,Medicina,https://capemisa.com.ar/socio/salud-integrada-s-r-l/
240,CAPEMISA,Medicina,https://capemisa.com.ar/socio/servicios-medicos-mineros/
241,CAPEMISA,Medicina,https://capemisa.com.ar/socio/tempus-s-r-l/
242,CAPEMISA,Perforaciones,https://capemisa.com.ar/socio/agv-falcon-drilling-srl/
243,CAPEMISA,Perforaciones,https://capemisa.com.ar/socio/andina-perforaciones-srl/
244,CAPEMISA,Perforaciones,https://capemisa.com.ar/socio/cuarzo-perforaciones-s-r-l/
245,CAPEMISA,Perforaciones,https://capemisa.com.ar/socio/santa-fe-lithium-rigs-s-r-l/
246,CAPEMISA,Perforaciones,https://capemisa.com.ar/socio/wichi-toledo-s-r-l/
247,CAPEMISA,Seguridad,https://capemisa.com.ar/socio/albiero-sistemas-de-seguridad/
248,CAPEMISA,Seguridad,https://capemisa.com.ar/socio/a-tiempo-seguridad-s-r-l/
249,CAPEMISA,Seguridad,https://capemisa.com.ar/socio/consultoria-y-servicios-afines-a-lamineria-s-a-s/
250,CAPEMISA,Seguridad,https://capemisa.com.ar/socio/guardian-s-r-l/
251,CAPEMISA,Seguridad,https://capemisa.com.ar/socio/jci-seguridad-s-a-s/
252,CAPEMISA,Seguridad,https://capemisa.com.ar/socio/noa-tecnologias-s-r-l/
253,CAPEMISA,Seguridad,https://capemisa.com.ar/socio/secorp-s-r-l/
254,CAPEMISA,Seguridad,https://capemisa.com.ar/socio/vacu-s-r-l/
255,CAPEMISA,Servicios,https://capemisa.com.ar/socio/9amas/
256,CAPEMISA,Servicios,https://capemisa.com.ar/socio/acclimatare-s-r-l/
257,CAPEMISA,Servicios,https://capemisa.com.ar/socio/ad-argia-s-r-l/
258,CAPEMISA,Servicios,https://capemisa.com.ar/socio/agro-mix-s-r-l/
259,CAPEMISA,Servicios,https://capemisa.com.ar/socio/airox-argentina-s-a-s/
260,CAPEMISA,Servicios,https://capemisa.com.ar/socio/amalgama-lithium-argentina-s-a-s/
261,CAPEMISA,Servicios,https://capemisa.com.ar/socio/apana/
262,CAPEMISA,Servicios,https://capemisa.com.ar/socio/artes-graficas-crivelli/
262,UIS,Ind. Gráfica,https://uis.com.ar/socios/artes-graficas-s-a/
263,CAPEMISA,Servicios,https://capemisa.com.ar/socio/blg-translations/
264,CAPEMISA,Servicios,https://capemisa.com.ar/socio/bohm-asesores-de-seguros/
265,CAPEMISA,Servicios,https://capemisa.com.ar/socio/centinela-servicios-mineros-s-a/
266,CAPEMISA,Servicios,https://capemisa.com.ar/socio/centro-de-negocios-sla-coworking-s-a-s/
267,CAPEMISA,Servicios,https://capemisa.com.ar/socio/cia-gutierrez-s-r-l/
268,CAPEMISA,Servicios,https://capemisa.com.ar/socio/cis-global-s-a-s/
269,CAPEMISA,Servicios,https://capemisa.com.ar/socio/cocel-s-a/
269,UIS,Empresa de servicios,https://uis.com.ar/socios/cocel/
270,CAPEMISA,Servicios,https://capemisa.com.ar/socio/coseguro-familiar/
271,CAPEMISA,Servicios,https://capemisa.com.ar/socio/cumbres-mineras-s-a-s/
272,CAPEMISA,Servicios,https://capemisa.com.ar/socio/escudero-inmobiliara-s-a-s/
273,CAPEMISA,Servicios,https://capemisa.com.ar/socio/esencial-turismo/
274,CAPEMISA,Servicios,https://capemisa.com.ar/socio/explora-mining-s-r-l/
275,CAPEMISA,Servicios,https://capemisa.com.ar/socio/fma-bb-coliving-s-a-s/
276,CAPEMISA,Servicios,https://capemisa.com.ar/socio/gaana-servicios-s-r-l/
277,CAPEMISA,Servicios,https://capemisa.com.ar/socio/gelift-s-a-s/
278,CAPEMISA,Servicios,https://capemisa.com.ar/socio/hotel-alejandro-i/
279,CAPEMISA,Servicios,https://capemisa.com.ar/socio/huayra-group-servicios-mineros-s-a-s/
280,CAPEMISA,Servicios,https://capemisa.com.ar/socio/ingenieria-sistemas-s-a-s/
281,CAPEMISA,Servicios,https://capemisa.com.ar/socio/isitec/
282,CAPEMISA,Servicios,https://capemisa.com.ar/socio/le-pont-s-a-s/
283,CAPEMISA,Servicios,https://capemisa.com.ar/socio/mahr-hnos-construcciones-metalicas-s-r-l/
284,CAPEMISA,Servicios,https://capemisa.com.ar/socio/mam/
285,CAPEMISA,Servicios,https://capemisa.com.ar/socio/mardan-s-a-s/
286,CAPEMISA,Servicios,https://capemisa.com.ar/socio/metalnor-s-r-l/
286,UIS,Ind. Metalurgica,https://uis.com.ar/socios/ecomet-s-r-l/
287,CAPEMISA,Servicios,https://capemisa.com.ar/socio/milimetric-s-a-s/
288,CAPEMISA,Servicios,https://capemisa.com.ar/socio/mining-technologies-s-a-s/
289,CAPEMISA,Servicios,https://capemisa.com.ar/socio/mva-s-r-l/
290,CAPEMISA,Servicios,https://capemisa.com.ar/socio/nivel-seguros-s-a/
291,CAPEMISA,Servicios,https://capemisa.com.ar/socio/noa-aberturas-s-r-l/
292,CAPEMISA,Servicios,https://capemisa.com.ar/socio/nor-trading-mineria-s-r-l/
293,CAPEMISA,Servicios,https://capemisa.com.ar/socio/norte-vial-servis/
294,CAPEMISA,Servicios,https://capemisa.com.ar/socio/nortraders/
295,CAPEMISA,Servicios,https://capemisa.com.ar/socio/lassaga-exequiel-fernando/
296,CAPEMISA,Servicios,https://capemisa.com.ar/socio/pablo-jose-area/
297,CAPEMISA,Servicios,https://capemisa.com.ar/socio/rf-comercio-exterior-srl/
298,CAPEMISA,Servicios,https://capemisa.com.ar/socio/salvador-marinaro-e-hijo-s-r-l/
298,UIS,Ind. Gaseosas y refrescos,https://uis.com.ar/socios/salvador-marinaro-e-hijos-s-r-l/
299,CAPEMISA,Servicios,https://capemisa.com.ar/socio/sas-asesores-de-seguros-s-r-l/
300,CAPEMISA,Servicios,https://capemisa.com.ar/socio/sb-group/
301,CAPEMISA,Servicios,https://capemisa.com.ar/socio/servicios-mineros-y-ambientales-s-a-s/
302,CAPEMISA,Servicios,https://capemisa.com.ar/socio/servicios-y-explotaciones-mineras-cruz-s-r-l/
303,CAPEMISA,Servicios,https://capemisa.com.ar/socio/servicios-y-proyectos-mineros-s-r-l/
304,CAPEMISA,Servicios,https://capemisa.com.ar/socio/servigruas-s-a/
305,CAPEMISA,Servicios,https://capemisa.com.ar/socio/servtop-s-r-l/
305,CAPEMISA,Topografía,https://capemisa.com.ar/socio/servtop-s-r-l/
306,CAPEMISA,Servicios,https://capemisa.com.ar/socio/sg-servicios-geofisicos-s-a-s/
307,CAPEMISA,Servicios,https://capemisa.com.ar/socio/simple-trade-s-r-l/
308,CAPEMISA,Servicios,https://capemisa.com.ar/socio/smg-s-r-l/
309,CAPEMISA,Servicios,https://capemisa.com.ar/socio/soluciones-integrales-a-la-mineria-argentina-s-a-s/
310,CAPEMISA,Servicios,https://capemisa.com.ar/socio/sump-s-r-l/
311,CAPEMISA,Servicios,https://capemisa.com.ar/socio/temet-inc-s-a-s/
311,UIS,Ind. Metalmecanica,https://uis.com.ar/socios/armando-galloni/
312,CAPEMISA,Servicios,https://capemisa.com.ar/socio/trebol-carrocerias/
313,CAPEMISA,Servicios,https://capemisa.com.ar/socio/twin-s-r-l/
314,CAPEMISA,Servicios,https://capemisa.com.ar/socio/ver-connection-s-a-s/
315,CAPEMISA,Servicios,https://capemisa.com.ar/socio/victorio-binda/
316,CAPEMISA,Servicios,https://capemisa.com.ar/socio/wkb-group/
317,CAPEMISA,Servicios,https://capemisa.com.ar/socio/zelandez-argentina-services-s-r-l/
318,CAPEMISA,Topografía,https://capemisa.com.ar/socio/tecnosuelo/
319,UIS,Ind. Agroindustrias y Alimentos,https://uis.com.ar/socios/cosalta-ltda/
320,UIS,Ind. Agroindustrias y Alimentos,https://uis.com.ar/socios/agroindustrias-san-antonio-envases/
321,UIS,Ind. Tabacalera,https://uis.com.ar/socios/alliance-one-tobacco-argentina-s-a/
322,UIS,Ind. Química,https://uis.com.ar/socios/austin-powder-argentina-s-a/
323,UIS,Entidad Financiera,https://uis.com.ar/socios/banco-de-la-nacion-argentina/
324,UIS,Entidad Financiera,https://uis.com.ar/socios/banco-macro-s-a/
325,UIS,Ind. Química,https://uis.com.ar/socios/baterplac/
326,UIS,Ind. Azucareras y derivados,https://uis.com.ar/socios/bio-san-isidro-s-a/
326,UIS,Ind. Azucarera,https://uis.com.ar/socios/prosal-s-a/
327,UIS,Ind. Minera,https://uis.com.ar/socios/camara-de-la-mineria-de-salta/
328,UIS,Ind. Gráfica,https://uis.com.ar/socios/cartoon-sa/
329,UIS,Ind. Construcción,https://uis.com.ar/socios/ceramica-saltena-s-a/
330,UIS,Ind. Construcción,https://uis.com.ar/socios/ceramica-alberdi-s-a/
331,UIS,Ind. Construcción,https://uis.com.ar/socios/ceramica-del-norte-s-a/
332,UIS,Ind. Cerveceras y Vitivinícolas,https://uis.com.ar/socios/cia-industrial-cervecera-s-a/
333,UIS,Ind. Tabacalera,https://uis.com.ar/socios/co-pro-tab-ltda/
334,UIS,Ind. Varias,https://uis.com.ar/socios/combustibles-del-norte-sa/
335,UIS,Ind. Metalurgica,https://uis.com.ar/socios/cristalizando-s-r-l/
336,UIS,Ind. Cuero,https://uis.com.ar/socios/curtiembre-arlei-sa/
337,UIS,Ind. Agroindustrias y Alimentos,https://uis.com.ar/socios/desdelsur/
338,UIS,Ind. Energía,https://uis.com.ar/socios/edesa-s-a/
339,UIS,Ind. Metalmecanica,https://uis.com.ar/socios/equipos-electricos-salta-s-a/
340,UIS,Servicios jurídicos,https://uis.com.ar/socios/estudio-aguilar-asociados/
341,UIS,Ind. Frigoríficas,https://uis.com.ar/socios/frigorifico-bermejo-sa-inversora-juramento-s-a/
342,UIS,Ind. Energía,https://uis.com.ar/socios/gasnor-s-a/
343,UIS,Ind. Agroindustrias y Alimentos,https://uis.com.ar/socios/hijos-de-salvador-munoz-srl/
344,UIS,Ind. Gráfica,https://uis.com.ar/socios/horizontes-s-a/
345,UIS,Ind. Frigoríficas,https://uis.com.ar/socios/ind-frigorificas-norte-grande-sa/
346,UIS,Ind. Agroindustrias y Alimentos,https://uis.com.ar/socios/jofa-s-a/
347,UIS,Ind. Agroindustrias y Alimentos,https://uis.com.ar/socios/la-moraleja-sa/
348,UIS,Ind. Tabacalera,https://uis.com.ar/socios/massalin-particulares-s-r-l/
349,UIS,Ind. Gaseosas y refrescos,https://uis.com.ar/socios/oeste-embotelladora-s-a/
350,UIS,Ind. Química,https://uis.com.ar/socios/oxigeno-salta-s-r-l/
351,UIS,Ind. Energía,https://uis.com.ar/socios/pampa-energia-s-a/
352,UIS,Entidad Financiera,https://uis.com.ar/socios/raul-coledani-y-asociados/
353,UIS,Ind. Gaseosas y refrescos,https://uis.com.ar/socios/salta-refrescos-s-a/
354,UIS,Ind. Química,https://uis.com.ar/socios/santiago-saenz-s-a/
355,UIS,Ind. Azucarera,https://uis.com.ar/socios/seaboard-energias-renovables-s-a/
356,UIS,Ind. Tabacalera,https://uis.com.ar/socios/tabes-s-a/
357,UIS,Empresa de servicios,https://uis.com.ar/socios/tecnofer/
358,UIS,Ind. Energía,https://uis.com.ar/socios/tecpetrol-s-a/
359,UIS,Empresa de Telecomunicaciones,https://uis.com.ar/socios/telecom-argentina-s-a/
360,UIS,Ind. Energía,https://uis.com.ar/socios/termoandes-s-a/
361,UIS,Ind. Textil,https://uis.com.ar/socios/zozzoli-s-a/
362,UIS,,https://uis.com.ar/socios/agro-san-pedro-dulces-campo-quijano/
363,UIS,Servicios jurídicos,https://uis.com.ar/socios/aguilar-dandrea-y-asociados/
364,UIS,Empresa de servicios,https://uis.com.ar/socios/asociacion-mutual-sancor-salud/
365,UIS,Ind. Construcción,https://uis.com.ar/socios/castellani/
366,UIS,Ind. Agroindustrias y Alimentos,https://uis.com.ar/socios/dmc/
367,UIS,Ind. Frigoríficas,https://uis.com.ar/socios/frigorifico-bermejo/
368,UIS,Ind. Gráfica,https://uis.com.ar/socios/innoa/
369,UIS,Ind. Metalurgica,https://uis.com.ar/socios/metalcon/
370,UIS,Ind. Molinera,https://uis.com.ar/socios/molinos-san-bernardo/
371,UIS,Ind. Gráfica,https://uis.com.ar/socios/petit-plast/
372,UIS,Ind. Láctea,https://uis.com.ar/socios/prolacsa/
373,UIS,Ind. Agroindustrias y Alimentos,https://uis.com.ar/socios/semix/
374,UIS,Ind. Varias,https://uis.com.ar/socios/recapados-santa-monica/
